,LAT,Year,LONG,LC1,LC2,LAND_MNGT,CLASS,Country
0,42.79455,2012,-9.109,D10,8,1.0,Livestock,Spain
1,37.4521,2012,-7.449729999999998,C10,E10,1.0,Livestock,Spain
2,37.61489,2012,-7.46872,C10,E10,1.0,Livestock,Spain
3,37.22281,2012,-7.39086,B74,E10,1.0,Livestock,Spain
4,37.66248,2012,-7.41157,C10,E10,1.0,Livestock,Spain
5,37.69774,2012,-7.420709999999999,D10,8,1.0,Livestock,Spain
6,37.50787,2012,-7.34856,C10,8,1.0,Livestock,Spain
7,37.66658,2012,-7.389459999999999,C10,E10,1.0,Livestock,Spain
8,37.42914,2012,-7.374539999999999,C10,8,1.0,Livestock,Spain
9,37.51732,2012,-7.39722,C10,E10,1.0,Livestock,Spain
10,37.6965,2012,-7.32768,C10,E10,1.0,Livestock,Spain
11,42.97912,2012,-8.91664,E10,8,1.0,Livestock,Spain
12,42.93979,2012,-8.92905,E10,8,1.0,Livestock,Spain
13,37.49432,2012,-7.32197,C10,8,1.0,Livestock,Spain
14,37.48076,2012,-7.2954,E10,8,1.0,Livestock,Spain
15,37.63951,2012,-7.33615,C10,E10,1.0,Livestock,Spain
16,37.41426,2012,-7.25534,C10,8,1.0,Livestock,Spain
17,37.70594,2012,-7.37647,C10,E10,1.0,Livestock,Spain
18,37.72767,2012,-7.35891,C10,E10,1.0,Livestock,Spain
19,37.73993,2012,-7.29251,C10,E10,1.0,Livestock,Spain
20,37.41832,2012,-7.2333,C10,E10,1.0,Livestock,Spain
21,37.43597,2012,-7.23779,C10,D10,1.0,Livestock,Spain
22,37.76164,2012,-7.27492,C10,E10,1.0,Livestock,Spain
23,37.46578,2012,-7.17613,C10,E10,1.0,Livestock,Spain
24,37.55402,2012,-7.19858,E10,8,1.0,Livestock,Spain
25,37.59475,2012,-7.27836,C10,E10,1.0,Livestock,Spain
26,37.74807,2012,-7.24824,C10,E10,1.0,Livestock,Spain
27,37.36943,2012,-7.19783,C22,E10,1.0,Livestock,Spain
28,37.52826,2012,-7.238229999999999,C10,E10,1.0,Livestock,Spain
29,37.58118,2012,-7.25176,C10,E10,1.0,Livestock,Spain
30,42.26093,2012,-8.50903,E10,8,1.0,Livestock,Spain
31,37.29731,2012,-7.08748,C22,E10,1.0,Livestock,Spain
32,37.43856,2012,-7.12309,C10,E10,1.0,Livestock,Spain
33,37.45622,2012,-7.12755,C10,E10,1.0,Livestock,Spain
34,37.50917,2012,-7.14097,E10,8,1.0,Livestock,Spain
35,37.70328,2012,-7.1904,C10,E10,1.0,Livestock,Spain
36,37.64629,2012,-7.19899,C10,E10,1.0,Livestock,Spain
37,37.68158,2012,-7.20802,C10,E10,1.0,Livestock,Spain
38,37.84032,2012,-7.24878,C10,E10,1.0,Livestock,Spain
39,37.93256,2012,-7.249349999999998,C10,E10,1.0,Livestock,Spain
40,37.68968,2012,-7.16377,C10,E10,1.0,Livestock,Spain
41,37.55254,2012,-7.10576,C10,8,1.0,Livestock,Spain
42,37.90542,2012,-7.19587,C10,E10,1.0,Livestock,Spain
43,42.21308,2012,-8.369049999999998,C22,8,1.0,Livestock,Spain
44,42.19999,2012,-8.34,D10,8,1.0,Livestock,Spain
45,37.68818,2012,-7.07077,C10,E10,1.0,Livestock,Spain
46,37.72348,2012,-7.07974,C10,8,1.0,Livestock,Spain
47,42.29159,2012,-8.44363,D10,8,1.0,Livestock,Spain
48,42.19124,2012,-8.387209999999998,C22,D10,1.0,Livestock,Spain
49,38.44644,2012,-7.26647,C10,B11,1.0,Livestock,Spain
50,38.39765,2012,-7.23027,C10,B11,1.0,Livestock,Spain
51,42.34404,2012,-8.35998,D10,8,1.0,Livestock,Spain
52,37.69777,2012,-7.11952,E10,8,1.0,Livestock,Spain
53,37.76835,2012,-7.13752,C10,E10,1.0,Livestock,Spain
54,37.94475,2012,-7.18275,C10,E10,1.0,Livestock,Spain
55,37.98002,2012,-7.19183,C10,8,1.0,Livestock,Spain
56,37.53332,2012,-7.00851,C10,8,1.0,Livestock,Spain
57,37.63925,2012,-7.03523,C10,8,1.0,Livestock,Spain
58,37.76281,2012,-7.06657,C10,E10,1.0,Livestock,Spain
59,37.7981,2012,-7.07555,E10,8,1.0,Livestock,Spain
60,37.47468,2012,-6.92455,C10,D10,1.0,Livestock,Spain
61,37.54533,2012,-6.94225,C10,D10,1.0,Livestock,Spain
62,37.61597,2012,-6.95999,C10,E10,1.0,Livestock,Spain
63,37.65128,2012,-6.96888,C10,E10,1.0,Livestock,Spain
64,37.73955,2012,-6.99116,C10,8,1.0,Livestock,Spain
65,37.77486,2012,-7.0001,C10,8,1.0,Livestock,Spain
66,38.21592,2012,-7.11292,C10,B15,1.0,Livestock,Spain
67,38.25118,2012,-7.12204,C10,E10,1.0,Livestock,Spain
68,38.26881,2012,-7.1266,C10,E10,1.0,Livestock,Spain
69,38.28644,2012,-7.13117,C10,E10,1.0,Livestock,Spain
70,38.49795,2012,-7.18622,C10,E10,1.0,Livestock,Spain
71,37.7259,2012,-6.96456,B81,E10,1.0,Livestock,Spain
72,37.68259,2012,-6.99991,C10,8,1.0,Livestock,Spain
73,38.5332,2012,-7.19545,E10,8,1.0,Livestock,Spain
74,38.56843,2012,-7.20469,C10,E10,1.0,Livestock,Spain
75,38.58605,2012,-7.20931,C10,E10,1.0,Livestock,Spain
76,38.60367,2012,-7.21394,C10,D10,1.0,Livestock,Spain
77,38.65652,2012,-7.227839999999999,C10,D10,1.0,Livestock,Spain
78,38.20232,2012,-7.08608,C10,E10,1.0,Livestock,Spain
79,38.25522,2012,-7.09973,C10,E10,1.0,Livestock,Spain
80,38.36101,2012,-7.12713,C10,E10,1.0,Livestock,Spain
81,38.41389,2012,-7.14087,C10,E10,1.0,Livestock,Spain
82,38.51963,2012,-7.16845,C10,E10,1.0,Livestock,Spain
83,37.92967,2012,-7.06268,C10,E10,1.0,Livestock,Spain
84,38.31765,2012,-7.16263,C10,E10,1.0,Livestock,Spain
85,38.51151,2012,-7.213219999999998,C10,E10,1.0,Livestock,Spain
86,38.64297,2012,-7.20078,C10,E10,1.0,Livestock,Spain
87,38.3841,2012,-7.20332,C10,E10,1.0,Livestock,Spain
88,38.41934,2012,-7.21253,C10,E10,1.0,Livestock,Spain
89,38.48982,2012,-7.230979999999998,C10,E10,1.0,Livestock,Spain
90,38.54268,2012,-7.244849999999999,C10,E10,1.0,Livestock,Spain
91,38.56437,2012,-7.227089999999999,C10,E10,1.0,Livestock,Spain
92,38.67006,2012,-7.254909999999998,C10,E10,1.0,Livestock,Spain
93,39.60667,2012,-7.48348,E10,8,1.0,Livestock,Spain
94,39.64182,2012,-7.49314,C10,E10,1.0,Livestock,Spain
95,39.59323,2012,-7.45592,C10,E10,1.0,Livestock,Spain
96,39.62838,2012,-7.465569999999999,E10,8,1.0,Livestock,Spain
97,41.92036,2012,-8.154109999999998,C22,D10,1.0,Livestock,Spain
98,42.32221,2012,-8.2781,E10,8,1.0,Livestock,Spain
99,42.44444,2012,-8.316269999999998,C22,E10,1.0,Livestock,Spain
100,41.89423,2012,-8.19578,C10,D10,1.0,Livestock,Spain
101,42.24364,2012,-8.30363,E10,8,1.0,Livestock,Spain
102,42.33095,2012,-8.330859999999998,D10,8,1.0,Livestock,Spain
103,42.52296,2012,-8.39113,C10,E10,1.0,Livestock,Spain
104,37.42168,2012,-6.91132,C10,E10,1.0,Livestock,Spain
105,38.23605,2012,-7.00143,D10,8,1.0,Livestock,Spain
106,38.48293,2012,-7.06514,C10,E10,1.0,Livestock,Spain
107,38.55344,2012,-7.08347,E10,8,1.0,Livestock,Spain
108,38.5887,2012,-7.09265,C10,E10,1.0,Livestock,Spain
109,38.60632,2012,-7.09725,C10,E10,1.0,Livestock,Spain
110,38.71205,2012,-7.1249,E10,8,1.0,Livestock,Spain
111,37.42965,2012,-6.86721,C10,E10,1.0,Livestock,Spain
112,37.58863,2012,-6.90691,C10,D10,1.0,Livestock,Spain
113,37.66725,2012,-6.88038,D10,8,1.0,Livestock,Spain
114,38.35549,2012,-7.05554,C10,E10,1.0,Livestock,Spain
115,38.46127,2012,-7.08294,C10,E10,1.0,Livestock,Spain
116,38.51415,2012,-7.09669,C10,E10,1.0,Livestock,Spain
117,39.50421,2012,-7.33627,E10,8,1.0,Livestock,Spain
118,39.55697,2012,-7.35062,E10,8,1.0,Livestock,Spain
119,38.18871,2012,-7.05925,D10,8,1.0,Livestock,Spain
120,38.25926,2012,-7.07743,D10,8,1.0,Livestock,Spain
121,38.27689,2012,-7.08198,C10,E10,1.0,Livestock,Spain
122,38.29452,2012,-7.08653,C10,E10,1.0,Livestock,Spain
123,38.43556,2012,-7.1231,C10,E10,1.0,Livestock,Spain
124,37.76921,2012,-6.92916,D10,8,1.0,Livestock,Spain
125,37.92808,2012,-6.96936,C10,E10,1.0,Livestock,Spain
126,38.33382,2012,-7.07332,C10,E10,1.0,Livestock,Spain
127,38.50606,2012,-7.14146,C10,E10,1.0,Livestock,Spain
128,38.54131,2012,-7.15066,C10,E10,1.0,Livestock,Spain
129,38.59417,2012,-7.16449,C10,E10,1.0,Livestock,Spain
130,38.61179,2012,-7.16911,C10,E10,1.0,Livestock,Spain
131,38.66465,2012,-7.18298,C10,E10,1.0,Livestock,Spain
132,38.4396,2012,-7.10073,C10,E10,1.0,Livestock,Spain
133,38.49249,2012,-7.11449,E10,8,1.0,Livestock,Spain
134,38.56298,2012,-7.13287,C10,E10,1.0,Livestock,Spain
135,38.72156,2012,-7.17443,C10,E10,1.0,Livestock,Spain
136,39.57044,2012,-7.378129999999999,E10,8,1.0,Livestock,Spain
137,39.62319,2012,-7.39254,C10,E10,1.0,Livestock,Spain
138,39.54462,2012,-7.41876,C10,E10,1.0,Livestock,Spain
139,39.5622,2012,-7.42357,C10,E10,1.0,Livestock,Spain
140,39.57978,2012,-7.42838,C10,E10,1.0,Livestock,Spain
141,39.61494,2012,-7.43801,E10,8,1.0,Livestock,Spain
142,39.54874,2012,-7.39605,C10,E10,1.0,Livestock,Spain
143,39.56632,2012,-7.40085,C10,E10,1.0,Livestock,Spain
144,39.60148,2012,-7.410459999999999,C10,E10,1.0,Livestock,Spain
145,39.63664,2012,-7.42009,C10,E10,1.0,Livestock,Spain
146,37.16264,2012,-6.70937,C22,D10,1.0,Livestock,Spain
147,37.25106,2012,-6.73103,C22,E10,1.0,Livestock,Spain
148,41.88084,2012,-8.0676,D10,8,1.0,Livestock,Spain
149,37.65356,2012,-6.85382,C10,E10,1.0,Livestock,Spain
150,38.3972,2012,-6.92599,C10,E10,1.0,Livestock,Spain
151,38.43248,2012,-6.93505,C10,E10,1.0,Livestock,Spain
152,38.45012,2012,-6.93959,C10,E10,1.0,Livestock,Spain
153,38.52066,2012,-6.95776,C10,E10,1.0,Livestock,Spain
154,38.55593,2012,-6.96687,E10,8,1.0,Livestock,Spain
155,38.60883,2012,-6.98056,C10,E10,1.0,Livestock,Spain
156,38.67934,2012,-6.99886,C10,E10,1.0,Livestock,Spain
157,37.94406,2012,-6.88051,B75,E10,1.0,Livestock,Spain
158,38.13821,2012,-6.92978,C10,8,1.0,Livestock,Spain
159,38.36755,2012,-6.98852,C10,E10,1.0,Livestock,Spain
160,38.3892,2012,-6.9707,C10,E10,1.0,Livestock,Spain
161,38.51264,2012,-7.00255,C10,E10,1.0,Livestock,Spain
162,38.5479,2012,-7.01168,E10,8,1.0,Livestock,Spain
163,39.11577,2012,-7.13704,E10,8,1.0,Livestock,Spain
164,39.20381,2012,-7.16044,C10,8,1.0,Livestock,Spain
165,39.43262,2012,-7.22171,E10,8,1.0,Livestock,Spain
166,38.31062,2012,-6.99724,C10,E10,1.0,Livestock,Spain
167,38.52222,2012,-7.05191,D10,8,1.0,Livestock,Spain
168,38.59273,2012,-7.07024,C10,E10,1.0,Livestock,Spain
169,38.42045,2012,-7.00215,B81,B55,1.0,Livestock,Spain
170,38.45572,2012,-7.01126,C10,E10,1.0,Livestock,Spain
171,38.56151,2012,-7.03866,C10,E10,1.0,Livestock,Spain
172,38.61439,2012,-7.05241,C10,E10,1.0,Livestock,Spain
173,38.64964,2012,-7.06159,B81,E10,1.0,Livestock,Spain
174,39.64372,2012,-7.2788,E10,8,1.0,Livestock,Spain
175,39.37167,2012,-7.252849999999999,C10,E10,1.0,Livestock,Spain
176,39.47313,2012,-7.30403,C10,E10,1.0,Livestock,Spain
177,39.49072,2012,-7.308799999999998,D10,8,1.0,Livestock,Spain
178,39.40686,2012,-7.26233,C10,D10,1.0,Livestock,Spain
179,39.56518,2012,-7.30517,D10,8,1.0,Livestock,Spain
180,42.31761,2012,-8.10163,C22,D10,1.0,Livestock,Spain
181,37.45735,2012,-6.71275,C22,E10,1.0,Livestock,Spain
182,37.68709,2012,-6.7697,C10,8,1.0,Livestock,Spain
183,37.13513,2012,-6.65678,D10,8,1.0,Livestock,Spain
184,37.17051,2012,-6.6654,C22,E10,1.0,Livestock,Spain
185,37.89904,2012,-6.82274,C10,8,1.0,Livestock,Spain
186,37.93436,2012,-6.83163,C10,E10,1.0,Livestock,Spain
187,38.16384,2012,-6.88971,C10,E10,1.0,Livestock,Spain
188,38.32264,2012,-6.93025,C10,E10,1.0,Livestock,Spain
189,38.37556,2012,-6.94382,C10,E10,1.0,Livestock,Spain
190,38.53429,2012,-6.98472,E10,8,1.0,Livestock,Spain
191,37.56734,2012,-6.71686,C10,8,1.0,Livestock,Spain
192,37.95599,2012,-6.81385,C10,E10,1.0,Livestock,Spain
193,37.18426,2012,-6.69171,E10,8,1.0,Livestock,Spain
194,37.43573,2012,-6.73046,D10,8,1.0,Livestock,Spain
195,37.48876,2012,-6.74356,C32,D10,1.0,Livestock,Spain
196,38.56955,2012,-6.99384,C10,E10,1.0,Livestock,Spain
197,38.64007,2012,-7.01213,C10,E10,1.0,Livestock,Spain
198,38.20312,2012,-6.8764,C10,E10,1.0,Livestock,Spain
199,38.23842,2012,-6.88538,C10,E10,1.0,Livestock,Spain
200,38.27371,2012,-6.89438,C10,E10,1.0,Livestock,Spain
201,38.36192,2012,-6.91694,C10,E10,1.0,Livestock,Spain
202,37.50248,2012,-6.77002,E10,8,1.0,Livestock,Spain
203,37.96569,2012,-6.86275,C10,E10,1.0,Livestock,Spain
204,38.23043,2012,-6.93,C10,D10,1.0,Livestock,Spain
205,38.35392,2012,-6.96164,C10,E10,1.0,Livestock,Spain
206,37.92859,2012,-6.76054,C10,E10,1.0,Livestock,Spain
207,37.96391,2012,-6.7694,C10,E10,1.0,Livestock,Spain
208,38.08752,2012,-6.80052,C10,E10,1.0,Livestock,Spain
209,38.15813,2012,-6.81837,C10,E10,1.0,Livestock,Spain
210,38.28168,2012,-6.84974,C10,E10,1.0,Livestock,Spain
211,38.76748,2012,-7.0218,E10,8,1.0,Livestock,Spain
212,38.48939,2012,-6.92628,C10,E10,1.0,Livestock,Spain
213,38.57757,2012,-6.94902,C10,E10,1.0,Livestock,Spain
214,38.7715,2012,-6.99933,C10,E10,1.0,Livestock,Spain
215,38.31697,2012,-6.85873,C10,E10,1.0,Livestock,Spain
216,38.33461,2012,-6.86323,C10,E10,1.0,Livestock,Spain
217,38.44047,2012,-6.89031,C10,E10,1.0,Livestock,Spain
218,38.52867,2012,-6.91296,C10,E10,1.0,Livestock,Spain
219,38.56394,2012,-6.92205,C10,E10,1.0,Livestock,Spain
220,39.31349,2012,-7.166,E10,8,1.0,Livestock,Spain
221,39.40149,2012,-7.18958,B81,E10,1.0,Livestock,Spain
222,39.28234,2012,-7.13396,C10,E10,1.0,Livestock,Spain
223,38.59921,2012,-6.93115,C10,E10,1.0,Livestock,Spain
224,38.65211,2012,-6.94482,C10,E10,1.0,Livestock,Spain
225,38.68737,2012,-6.95396,C10,E10,1.0,Livestock,Spain
226,38.79314,2012,-6.98144,C10,D10,1.0,Livestock,Spain
227,37.75588,2012,-6.69427,E10,8,1.0,Livestock,Spain
228,37.91488,2012,-6.7339,C10,E10,1.0,Livestock,Spain
229,37.98553,2012,-6.7516,C10,E10,1.0,Livestock,Spain
230,38.88126,2012,-7.00443,E10,8,1.0,Livestock,Spain
231,39.16314,2012,-7.0786,C10,8,1.0,Livestock,Spain
232,38.02085,2012,-6.76047,C10,8,1.0,Livestock,Spain
233,38.1621,2012,-6.79608,C10,E10,1.0,Livestock,Spain
234,38.23271,2012,-6.81396,C10,E10,1.0,Livestock,Spain
235,38.5503,2012,-6.8951,D10,8,1.0,Livestock,Spain
236,39.19836,2012,-7.08793,E10,8,1.0,Livestock,Spain
237,39.32161,2012,-7.1207,C10,E10,1.0,Livestock,Spain
238,39.51522,2012,-7.17255,C10,E10,1.0,Livestock,Spain
239,39.63838,2012,-7.20577,E10,8,1.0,Livestock,Spain
240,42.24312,2012,-8.00383,C10,8,1.0,Livestock,Spain
241,42.17747,2012,-7.958859999999999,E10,8,1.0,Livestock,Spain
242,39.18479,2012,-7.06065,C10,E10,1.0,Livestock,Spain
243,37.0761,2012,-6.5737,D10,8,1.0,Livestock,Spain
244,37.67732,2012,-6.72102,C10,D10,1.0,Livestock,Spain
245,42.79342,2012,-8.12391,B73,E30,1.0,Livestock,Spain
246,39.34326,2012,-7.10274,B81,E30,1.0,Livestock,Spain
247,39.43128,2012,-7.12625,C10,E10,1.0,Livestock,Spain
248,39.50168,2012,-7.14511,C10,E10,1.0,Livestock,Spain
249,39.58967,2012,-7.16878,C10,E10,1.0,Livestock,Spain
250,37.94229,2012,-6.78719,C10,E10,1.0,Livestock,Spain
251,38.06589,2012,-6.81832,C10,E10,1.0,Livestock,Spain
252,43.10765,2012,-8.222989999999998,C10,E10,1.0,Livestock,Spain
253,38.1012,2012,-6.82725,C10,E10,1.0,Livestock,Spain
254,38.15416,2012,-6.84066,C10,E10,1.0,Livestock,Spain
255,38.17181,2012,-6.84513,E10,8,1.0,Livestock,Spain
256,38.26005,2012,-6.86757,C10,E10,1.0,Livestock,Spain
257,38.33063,2012,-6.88557,C10,E10,1.0,Livestock,Spain
258,38.34827,2012,-6.89008,C10,E10,1.0,Livestock,Spain
259,38.47176,2012,-6.92175,C10,E10,1.0,Livestock,Spain
260,37.61057,2012,-6.68138,C10,8,1.0,Livestock,Spain
261,37.68126,2012,-6.69888,C10,D10,1.0,Livestock,Spain
262,37.83049,2012,-6.68966,D10,8,1.0,Livestock,Spain
263,37.98948,2012,-6.72937,C10,E10,1.0,Livestock,Spain
264,38.04246,2012,-6.74266,C10,E10,1.0,Livestock,Spain
265,38.07778,2012,-6.75154,C10,E10,1.0,Livestock,Spain
266,38.14841,2012,-6.76933,C10,E10,1.0,Livestock,Spain
267,42.43509,2012,-7.96265,E10,8,1.0,Livestock,Spain
268,38.20137,2012,-6.78271,C10,E10,1.0,Livestock,Spain
269,38.23667,2012,-6.79165,C10,E10,1.0,Livestock,Spain
270,38.25432,2012,-6.79613,C10,E10,1.0,Livestock,Spain
271,38.27198,2012,-6.8006,C10,E10,1.0,Livestock,Spain
272,38.32492,2012,-6.81405,C10,E10,1.0,Livestock,Spain
273,38.36022,2012,-6.82304,C10,E10,1.0,Livestock,Spain
274,38.4308,2012,-6.84105,C10,E10,1.0,Livestock,Spain
275,38.51901,2012,-6.86363,B75,E30,1.0,Livestock,Spain
276,38.57193,2012,-6.87722,C10,D10,1.0,Livestock,Spain
277,38.62484,2012,-6.89084,C10,E10,1.0,Livestock,Spain
278,38.78353,2012,-6.93189,C10,E10,1.0,Livestock,Spain
279,37.67538,2012,-6.62808,C10,D10,1.0,Livestock,Spain
280,37.76375,2012,-6.64993,E10,8,1.0,Livestock,Spain
281,37.13096,2012,-6.47237,E10,8,1.0,Livestock,Spain
282,39.15359,2012,-7.02874,E10,8,1.0,Livestock,Spain
283,39.3121,2012,-7.07071,C10,E10,1.0,Livestock,Spain
284,39.38252,2012,-7.08946,E10,8,1.0,Livestock,Spain
285,38.08173,2012,-6.72927,C10,B81,1.0,Livestock,Spain
286,38.15236,2012,-6.74705,C10,E10,1.0,Livestock,Spain
287,38.18767,2012,-6.75595,E10,8,1.0,Livestock,Spain
288,37.53786,2012,-6.57117,C10,D10,1.0,Livestock,Spain
289,36.85154,2012,-6.38271,C23,D10,1.0,Livestock,Spain
290,39.50574,2012,-7.1224,C10,E10,1.0,Livestock,Spain
291,38.34654,2012,-6.7962,C10,E10,1.0,Livestock,Spain
292,38.39948,2012,-6.80967,C10,D10,1.0,Livestock,Spain
293,38.50535,2012,-6.83671,C10,E10,1.0,Livestock,Spain
294,38.55827,2012,-6.85027,C10,E10,1.0,Livestock,Spain
295,38.57591,2012,-6.8548,C10,E10,1.0,Livestock,Spain
296,38.62883,2012,-6.86841,E10,8,1.0,Livestock,Spain
297,37.9267,2012,-6.66725,C10,E10,1.0,Livestock,Spain
298,38.13866,2012,-6.72031,C10,E10,1.0,Livestock,Spain
299,38.17397,2012,-6.7292,E10,8,1.0,Livestock,Spain
300,36.88696,2012,-6.39113,C22,D10,1.0,Livestock,Spain
301,38.36816,2012,-6.77833,C10,E10,1.0,Livestock,Spain
302,38.45639,2012,-6.80079,C10,E10,1.0,Livestock,Spain
303,38.52697,2012,-6.81882,C10,E10,1.0,Livestock,Spain
304,39.10477,2012,-6.99223,B81,E10,1.0,Livestock,Spain
305,39.19285,2012,-7.01543,C10,E10,1.0,Livestock,Spain
306,38.47801,2012,-6.78291,C10,E10,1.0,Livestock,Spain
307,38.54858,2012,-6.80093,C10,E10,1.0,Livestock,Spain
308,38.58387,2012,-6.80996,C10,E10,1.0,Livestock,Spain
309,39.50979,2012,-7.09969,C10,E10,1.0,Livestock,Spain
310,39.52739,2012,-7.1044,C10,E10,1.0,Livestock,Spain
311,39.58019,2012,-7.11857,C10,E10,1.0,Livestock,Spain
312,39.03831,2012,-6.95116,C10,E10,1.0,Livestock,Spain
313,39.16164,2012,-6.98353,D10,8,1.0,Livestock,Spain
314,39.19687,2012,-6.99281,B81,E30,1.0,Livestock,Spain
315,39.28494,2012,-7.01608,B75,E30,1.0,Livestock,Spain
316,39.47863,2012,-7.06756,C10,E10,1.0,Livestock,Spain
317,38.79552,2012,-6.86443,B74,E10,1.0,Livestock,Spain
318,39.56665,2012,-7.09111,C10,D10,1.0,Livestock,Spain
319,39.02469,2012,-6.92399,C10,E10,1.0,Livestock,Spain
320,39.21851,2012,-6.97484,B75,E30,1.0,Livestock,Spain
321,39.34181,2012,-7.00741,C10,E30,1.0,Livestock,Spain
322,39.50028,2012,-7.04955,C10,E10,1.0,Livestock,Spain
323,39.58829,2012,-7.07308,C10,E10,1.0,Livestock,Spain
324,38.41927,2012,-6.69782,C10,E10,1.0,Livestock,Spain
325,38.48988,2012,-6.71572,C10,E10,1.0,Livestock,Spain
326,38.86037,2012,-6.81059,C10,E10,1.0,Livestock,Spain
327,39.00142,2012,-6.84712,C10,8,1.0,Livestock,Spain
328,39.0543,2012,-6.86088,C10,E10,1.0,Livestock,Spain
329,39.08956,2012,-6.87006,C10,E10,1.0,Livestock,Spain
330,39.12481,2012,-6.87926,C10,E10,1.0,Livestock,Spain
331,39.14243,2012,-6.88387,C10,E10,1.0,Livestock,Spain
332,39.31863,2012,-6.93012,D10,8,1.0,Livestock,Spain
333,39.37148,2012,-6.94406,C10,E10,1.0,Livestock,Spain
334,39.44193,2012,-6.9627,C10,E10,1.0,Livestock,Spain
335,42.22902,2012,-7.77507,D10,8,1.0,Livestock,Spain
336,43.30822,2012,-8.134399999999998,E10,8,1.0,Livestock,Spain
337,43.06812,2012,-8.0332,C22,E10,1.0,Livestock,Spain
338,37.77551,2012,-6.58341,C10,E10,1.0,Livestock,Spain
339,38.09356,2012,-6.66246,C10,E10,1.0,Livestock,Spain
340,37.35496,2012,-6.45757,C10,E10,1.0,Livestock,Spain
341,37.47881,2012,-6.48762,B81,E10,1.0,Livestock,Spain
342,38.19952,2012,-6.68904,C10,E10,1.0,Livestock,Spain
343,38.28781,2012,-6.71129,E10,8,1.0,Livestock,Spain
344,38.35842,2012,-6.72914,C10,E10,1.0,Livestock,Spain
345,38.41137,2012,-6.74257,C10,E10,1.0,Livestock,Spain
346,37.76174,2012,-6.55688,C10,E10,1.0,Livestock,Spain
347,38.11515,2012,-6.6446,C10,E10,1.0,Livestock,Spain
348,38.83477,2012,-6.85105,C10,E10,1.0,Livestock,Spain
349,38.99344,2012,-6.89223,D10,8,1.0,Livestock,Spain
350,38.23878,2012,-6.67561,C10,E10,1.0,Livestock,Spain
351,38.32706,2012,-6.69786,E10,8,1.0,Livestock,Spain
352,38.46828,2012,-6.73363,C10,E10,1.0,Livestock,Spain
353,38.48593,2012,-6.73812,C10,E10,1.0,Livestock,Spain
354,39.20491,2012,-6.94758,C10,E10,1.0,Livestock,Spain
355,39.29299,2012,-6.97078,C10,E10,1.0,Livestock,Spain
356,39.3106,2012,-6.97543,C10,E10,1.0,Livestock,Spain
357,39.36344,2012,-6.98941,C10,E30,1.0,Livestock,Spain
358,39.60994,2012,-7.05505,C10,D10,1.0,Livestock,Spain
359,39.03269,2012,-6.87886,C10,8,1.0,Livestock,Spain
360,39.12081,2012,-6.90186,C10,E10,1.0,Livestock,Spain
361,39.1913,2012,-6.92033,E10,8,1.0,Livestock,Spain
362,39.27939,2012,-6.94349,C10,D10,1.0,Livestock,Spain
363,37.465,2012,-6.46123,C10,D10,1.0,Livestock,Spain
364,37.69492,2012,-6.51733,C32,E10,1.0,Livestock,Spain
365,39.34985,2012,-6.96208,C10,E30,1.0,Livestock,Spain
366,39.43791,2012,-6.9854,C10,E10,1.0,Livestock,Spain
367,39.50834,2012,-7.00411,C10,E10,1.0,Livestock,Spain
368,37.90705,2012,-6.56959,C10,8,1.0,Livestock,Spain
369,37.9424,2012,-6.57835,D10,8,1.0,Livestock,Spain
370,38.10141,2012,-6.61791,C10,E10,1.0,Livestock,Spain
371,38.20739,2012,-6.64443,C10,E10,1.0,Livestock,Spain
372,38.36631,2012,-6.68443,D10,8,1.0,Livestock,Spain
373,36.38197,2012,-6.11378,C22,D10,1.0,Livestock,Spain
374,38.99572,2012,-6.77487,C10,E10,1.0,Livestock,Spain
375,39.13677,2012,-6.81146,C10,E10,1.0,Livestock,Spain
376,39.18965,2012,-6.82524,E10,8,1.0,Livestock,Spain
377,39.26014,2012,-6.84365,D10,8,1.0,Livestock,Spain
378,39.41872,2012,-6.8853,C10,E10,1.0,Livestock,Spain
379,39.45395,2012,-6.89459,C10,E10,1.0,Livestock,Spain
380,39.47157,2012,-6.89924,C10,E10,1.0,Livestock,Spain
381,37.68113,2012,-6.49085,D10,8,1.0,Livestock,Spain
382,37.76954,2012,-6.51252,C10,E10,1.0,Livestock,Spain
383,37.8049,2012,-6.52122,C10,E10,1.0,Livestock,Spain
384,37.87561,2012,-6.53864,C10,D10,1.0,Livestock,Spain
385,37.89329,2012,-6.54301,B81,E10,1.0,Livestock,Spain
386,38.03466,2012,-6.57804,C10,E10,1.0,Livestock,Spain
387,38.05233,2012,-6.58243,C10,E10,1.0,Livestock,Spain
388,38.08767,2012,-6.59123,C10,E10,1.0,Livestock,Spain
389,38.19366,2012,-6.61769,C10,B81,1.0,Livestock,Spain
390,38.31728,2012,-6.64872,C10,E10,1.0,Livestock,Spain
391,38.3526,2012,-6.65761,C10,E10,1.0,Livestock,Spain
392,38.40556,2012,-6.67098,C10,E10,1.0,Livestock,Spain
393,38.51148,2012,-6.6978,C10,E10,1.0,Livestock,Spain
394,38.59972,2012,-6.72024,E10,8,1.0,Livestock,Spain
395,42.00079,2012,-7.60731,E10,8,1.0,Livestock,Spain
396,38.98777,2012,-6.81999,C10,E10,1.0,Livestock,Spain
397,39.14642,2012,-6.86127,C10,8,1.0,Livestock,Spain
398,39.35787,2012,-6.91674,C10,E30,1.0,Livestock,Spain
